name,fold
gandia-gan-esp-cmems,train
sado-ma79-jpn-jodc_jma,train
geting-326a-mys-uhslc,train
lombrum-56130-png-bom,train
san_juan_pr-245a-usa-uhslc,train
skanor-ska-swe-cmems,train
awashima-hd25-jpn-jodc_jcg,train
nauru-004b-nru-uhslc,train
fort_point-8423898-usa-noaa,train
spring_bay-61170-aus-bom,train
gibraltar_mi-9044020-usa-noaa,train
shirahama-ma27-jpn-jodc_jma,train
oga-gs14-jpn-jodc_giaj,train
arklowharbour-ark-irl-cmems,train
townsville-334a-aus-uhslc,train
texel_noordzee-texnze-nld-rws,train
rossport_ontario-10220-can-meds,train
stenungsund-2110-swe-smhi,train
juelsminde-jue-dnk-cmems,train
vung_tau-383a-vnm-uhslc,train
kristiansund-ksu-nor-nhs,train
greifswald_wiek-gre-deu-bfg,train
fort_denison-333a-aus-uhslc,train
suva-67050-fji-bom,train
yorktown_uscg_training_center-8637689-usa-noaa,train
pointe_pitre-272a-fra-uhslc,train
ponta_delgada-211a-prt-uhslc,train
chichijima-047a-jpn-uhslc,train
malakal-007b-plw-uhslc,train
sibolga-122a-idn-uhslc,train
plymouth-ply-gbr-cmems,train
kaskinen-kas-fin-cmems,train
cape_may-8536110-usa-noaa,train
oyster_landing_n_inlet_estuary-8662245-usa-noaa,train
annapolis-8575512-usa-noaa,train
south_beach-9435380-usa-noaa,train
north_shields-nsh-gbr-bodc,train
terschelling_noordzee-terslnze-nld-rws,train
i_295_bridge-8720357-usa-noaa,train
marsden_point-398a-nzl-uhslc,train
oita-hd16-jpn-jodc_jcg,train
charchanga-138a-bgd-uhslc,train
kuantan-322a-mys-uhslc,train
pensacola_fl-762a-usa-uhslc,train
dauphin_island_al-763a-usa-uhslc,train
victoria_harbour_bc-7120-can-meds,train
manila-370a-phl-uhslc,train
mikuni-gs12-jpn-jodc_giaj,train
port_stanvac-100a-aus-uhslc,train
esperanza-9752695-usa-noaa,train
taranaki-076a-nzl-uhslc,train
monterey_ca-555a-usa-uhslc,train
harrisville_mi-9075059-usa-noaa,train
kutsugatako-0129-jpn-jodc_pahb,train
mourilyan_harbour-59140-aus-bom,train
broome-166a-aus-uhslc,train
marviken-2076-swe-smhi,train
otranto-otr-ita-ispra,train
mooloolaba-59950-aus-bom,train
zanzibar-151a-tza-uhslc,train
baltra-003b-ecu-uhslc,train
helgeroa-hro-nor-nhs,train
felixstowe-fel-gbr-cmems,train
kashiwazaki-gs08-jpn-jodc_giaj,train
turku_ruissalo_saaronniemi-134225-fin-fmi,train
port_dover_ontario-12710-can-meds,train
ko_taphao_noi-148a-tha-uhslc,train
brouwershavensche_gat_08-brouwhvsgt08-nld-rws,train
rak_zuid-rakzd-nld-rws,train
uchiura-ma18-jpn-jodc_jma,train
porto_empedocle-por-ita-ispra,train
gladstone-59750-aus-bom,train
kanazawako-0105-jpn-jodc_pahb,train
bridgeport-8467150-usa-noaa,train
immingham-imm-gbr-bodc,train
parnu-par-est-cmems,train
bari-bar-ita-ispra,train
vancouver-9440083-usa-noaa,train
duck_pier_nc-260a-usa-uhslc,train
sumoto-ma32-jpn-jodc_jma,train
patricia_bay_bc-7277-can-meds,train
newlyn-new-gbr-bodc,train
santa_barbara_ca-577a-usa-uhslc,train
oswego_ny-9052030-usa-noaa,train
menominee_mi-9087088-usa-noaa,train
port_kembla-342a-aus-uhslc,train
oregon_inlet_marina-8652587-usa-noaa,train
den_helder-denhdr-nld-rws,train
jurien_bay-jujur01-aus-bom,train
hiroshima-hd14-jpn-jodc_jcg,train
rauma-rau-fin-cmems,train
oskarshamn-2085-swe-smhi,train
corpus_cristi_tx-770a-usa-uhslc,train
muroran-hd03-jpn-jodc_jcg,train
vieste-vie-ita-ispra,train
esperance-176a-aus-uhslc,train
hanimaadhoo-117b-mdv-uhslc,train
skagen-ska-dnk-cmems,train
alicante_i-ali-esp-da_mm,train
san_andres-737a-col-uhslc,train
villagarcia-vil-esp-cmems,train
port_macquarie-207420-aus-bom,train
nome_ak-595a-usa-uhslc,train
turner_cut_near_holt-trn-usa-cdwr,train
shimokita-ma74-jpn-jodc_jma,train
providence-8454000-usa-noaa,train
bar_point_ontario-12005-can-meds,train
port_pirie-61800-aus-bom,train
palinuro-pal-ita-ispra,train
atka-9461710-usa-noaa,train
port_vila-046b-vut-uhslc,train
port_lincoln-61900-aus-bom,train
hachinohe-375a-jpn-uhslc,train
wallaroo-61780-aus-bom,train
north_sydney-612-can-meds,train
longview-9440422-usa-noaa,train
tioman-323a-mys-uhslc,train
nordrerose-nor-dnk-cmems,train
bake_c_scharhorn-3905-deu-wsv,train
charleston_sc-261b-usa-uhslc,train
langkawi-142a-mys-uhslc,train
sept_iles-2780-can-meds,train
port_adelaide_inner_harbor-61610-aus-bom,train
valdez_ak-562a-usa-uhslc,train
kiptopeke-8632200-usa-noaa,train
sassnitz-sas-deu-cmems,train
gloucester_point-8637624-usa-noaa,train
bayonne_boucau-94-fra-refmar,train
kaohsiung-340a-chn-uhslc,train
port_alma-59690-aus-bom,train
french_frigate-014a-usa-uhslc,train
venezia-vene-ita-cv,train
vardo-805a-nor-uhslc,train
portellen-por-gbr-cmems,train
karumba-63580-aus-bom,train
oudeschild-oudsd-nld-rws,train
grena-gre-dnk-cmems,train
