name,fold
north_shields-nsh-gbr-bodc,train
virginia_key-8723214-usa-noaa,train
panama_city_beach-8729210-usa-noaa,train
miyakejima-357a-jpn-uhslc,train
rak_noord-raknd-nld-rws,train
bella_bella_bc-8976-can-meds,train
napoli-nap-ita-ispra,train
vardo-vaw-nor-nhs,train
millport-mil-gbr-bodc,train
aburatsu-354a-jpn-uhslc,train
sydney_port_jackson-213470-aus-bom,train
dover-dov-gbr-bodc,train
le_conquet-152-fra-refmar,train
menominee_mi-9087088-usa-noaa,train
mooloolaba-59950-aus-bom,train
sept_iles-2780-can-meds,train
stenungsund-2110-swe-smhi,train
wick-wic-gbr-bodc,train
kagoshima-ma42-jpn-jodc_jma,train
muroran-hd03-jpn-jodc_jcg,train
shimokita-ma74-jpn-jodc_jma,train
bodo-boo-nor-nhs,train
kapingamarangi-029a-fsm-uhslc,train
colonial_beach-8635150-usa-noaa,train
matsumaeko-0121-jpn-jodc_pahb,train
oyster_landing_n_inlet_estuary-8662245-usa-noaa,train
sassnitz-sas-deu-cmems,train
spring_bay-61170-aus-bom,train
tanjong_pagar-699a-sgp-uhslc,train
tenerife-ten-esp-cmems,train
oita-hd16-jpn-jodc_jcg,train
nome_ak-595a-usa-uhslc,train
dauphin_island_al-763a-usa-uhslc,train
manzanillo-395b-mex-uhslc,train
riviere_au_renard-2330-can-meds,train
san_andres-737a-col-uhslc,train
la_libertad-091a-ecu-uhslc,train
susa-gs16-jpn-jodc_giaj,train
uchiura-ma18-jpn-jodc_jma,train
simons_town-221a-zaf-uhslc,train
tarifa-tari-esp-ieo,train
gloucester_point-8637624-usa-noaa,train
gold_coast_southport-60051-aus-bom,train
pago_pago-056a-asm-uhslc,train
klagshamn-kla-swe-cmems,train
charlottetown-1700-can-meds,train
harbor_beach_mi-9075014-usa-noaa,train
vlieland_haven-vlielhvn-nld-rws,train
bari-bar-ita-ispra,train
keling-141a-mys-uhslc,train
krimpen_ad_ijssel-krimpadijsl-nld-rws,train
hinkley_point-hin-gbr-bodc,train
kungsholmsfort-2088-swe-smhi,train
yoshioka-hd26-jpn-jodc_jcg,train
puerto_princesa-380a-phl-uhslc,train
seward-9455090-usa-noaa,train
lower_escuminac-2000-can-meds,train
karumba-63580-aus-bom,train
port_macquarie-207420-aus-bom,train
west_ste_modeste-2595-can-meds,train
valparaiso-081a-chl-uhslc,train
jackson_bay-65180-nzl-bom,train
esperance-176a-aus-uhslc,train
fort_point-8423898-usa-noaa,train
kanazawako-0105-jpn-jodc_pahb,train
milwaukee_wi-9087057-usa-noaa,train
sthelier-sth-gbr-cmems,train
mourilyan_harbour-59140-aus-bom,train
venezia-vene-ita-cv,train
turner_cut_near_holt-trn-usa-cdwr,train
fort_denison-333a-aus-uhslc,train
bergen-bgo-nor-nhs,train
trois_rivieres-3360-can-meds,train
port_stanvac-100a-aus-uhslc,train
kaskinen-kas-fin-cmems,train
macquarie_is-680c-aus-uhslc,train
ogdensburg_ny-8311030-usa-noaa,train
harrisville_mi-9075059-usa-noaa,train
village_cove-9464212-usa-noaa,train
port_angeles_wa-584a-usa-uhslc,train
money_point-8639348-usa-noaa,train
pointe_des_cascades-15220-can-meds,train
port_alberni_bc-8575-can-meds,train
turku_ruissalo_saaronniemi-134225-fin-fmi,train
saipan-028b-usa-uhslc,train
