name,fold
lower_escuminac-2000-can-meds,train
i_295_bridge-8720357-usa-noaa,train
kashiwazaki-gs08-jpn-jodc_giaj,train
pisco-683b-per-uhslc,train
victoria_harbour_bc-7120-can-meds,train
fort_denison-333a-aus-uhslc,train
le_conquet-152-fra-refmar,train
taranaki-076a-nzl-uhslc,train
acajutla-082a-slv-uhslc,train
felixstowe-fel-gbr-cmems,train
geting-326a-mys-uhslc,train
nes-nes-nld-rws,train
hanimaadhoo-117b-mdv-uhslc,train
toke_point-9440910-usa-noaa,train
cristobal-266a-pan-uhslc,train
parnu-par-est-cmems,train
grena-gre-dnk-cmems,train
tanjong_pagar-699a-sgp-uhslc,train
yoshioka-hd26-jpn-jodc_jcg,train
nikolski-9462450-usa-noaa,train
north_shields-nsh-gbr-bodc,train
townsville-334a-aus-uhslc,train
seward-9455090-usa-noaa,train
nezugaseki-gs07-jpn-jodc_giaj,train
las_palmas-217d-esp-uhslc,train
bergen-bgo-nor-nhs,train
kiptopeke-8632200-usa-noaa,train
napoli-nap-ita-ispra,train
oudeschild-oudsd-nld-rws,train
newport-new-gbr-cmems,train
salvador-708b-bra-uhslc,train
corpus_cristi_tx-770a-usa-uhslc,train
marsden_point-398a-nzl-uhslc,train
den_helder-denhdr-nld-rws,train
baie_comeau-2840-can-meds,train
ayukawa-ma11-jpn-jodc_jma,train
vardo-805a-nor-uhslc,train
vancouver-9440083-usa-noaa,train
san_felix-035a-chl-uhslc,train
vung_tau-383a-vnm-uhslc,train
apia-401b-wsm-uhslc,train
nuku_hiva-031a-fra-uhslc,train
port_saint_francois-3365-can-meds,train
venezia-vene-ita-cv,train
palmeira-235a-cpv-uhslc,train
port_vila-046b-vut-uhslc,train
matsumaeko-0121-jpn-jodc_pahb,train
port_alma-59690-aus-bom,train
calcasieu_pass-8768094-usa-noaa,train
suva-67050-fji-bom,train
karumba-63580-aus-bom,train
haringvliet_10-harvt10-nld-rws,train
nome_ak-595a-usa-uhslc,train
port_angeles_wa-584a-usa-uhslc,train
harvest_oil_p_ca-594a-usa-uhslc,train
porto_empedocle-por-ita-ispra,train
susa-gs16-jpn-jodc_giaj,train
rodrigues-105a-mus-uhslc,train
palinuro-pal-ita-ispra,train
sumoto-ma32-jpn-jodc_jma,train
turner_cut_near_holt-trn-usa-cdwr,train
french_frigate-014a-usa-uhslc,train
kronstadt-kro-rus-cmems,train
malakal-007b-plw-uhslc,train
